location_x,location_y,remaining_min,power_of_shot,knockout_match,remaining_sec,distance_of_shot,area_of_shot,shot_basics,range_of_shot,type_of_shot,type_of_combined_shot,home/away,lat/lng,game_season,is_goal
-90.0,33.0,4.0,1.0,0.0,15.0,24.5,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ CHA,"35.262047, -80.865746",2008-09,0.0
143.0,56.0,2.0,2.0,0.0,52.0,36.7,Right Side(R),Mid Range,8-16 ft.,shot - 8,shot - 3,MANU @ CHA,"42.982923, -71.446094",2005-06,1.0
130.0,142.0,8.1,1.0,0.0,25.5,52.2,Right Side Center(RC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ CHA,"35.262047, -80.865746",2008-09,0.0
-51.0,194.0,5.0,54.18,0.0,12.0,40.0,Center(C),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ CHA,"35.262047, -80.865746",2008-09,0.0
141.0,227.0,2.0,2.0,0.0,9.0,46.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 35,shot - 3,MANU @ CHA,"35.262047, -80.865746",2008-09,0.0
-60.0,36.0,10.0,3.0,0.0,1.0,23.0,Center(C),Goal Line,Less Than 8 ft.,shot - 17,shot - 3,MANU @ CHA,"35.262047, -80.865746",2008-09,0.0
-32.0,168.0,6.0,3.0,0.0,46.0,37.0,Center(C),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ CHA,"35.262047, -80.865746",2005-06,1.0
-128.0,239.0,5.0,20.68,0.0,30.0,47.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 14,shot - 3,MANU @ CHA,"35.262047, -80.865746",2008-09,1.0
-198.0,168.0,4.0,3.0,0.0,34.0,45.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ CHA,"35.262047, -80.865746",2008-09,1.0
67.0,53.0,1.0,46.68,65.304,56.1,28.0,Right Side(R),Goal Line,8-16 ft.,shot - 43,shot - 3,MANU @ CHA,"35.262047, -80.865746",2008-09,0.0
-106.0,50.0,7.0,4.0,0.0,34.0,31.0,Left Side(L),Mid Range,8-16 ft.,shot - 15,shot - 3,MANU @ CHA,"35.262047, -80.865746",2008-09,1.0
0.0,0.0,2.4320844979574283,4.0,0.0,4.0,62.2,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ CHA,"35.262047, -80.865746",2005-06,0.0
0.0,0.0,4.932084497957428,4.0,0.0,16.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU @ CHA,"35.262047, -80.865746",2005-06,1.0
-136.0,0.0,55.82,53.68,0.0,57.0,45.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 15,shot - 3,MANU @ CHA,"35.262047, -80.865746",2008-09,0.0
-45.0,0.0,1.0,4.0,0.0,80.8928,44.0,Center(C),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ SAC,"35.262047, -80.865746",2008-09,0.0
127.0,116.0,2.9320844979574283,4.0,0.0,41.1,37.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ CHA,"35.262047, -80.865746",2005-06,1.0
0.0,0.0,10.0,1.0,0.0,56.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ MIL,"43.062206, -87.944754",2008-09,1.0
0.0,0.0,4.0,1.0,0.0,5.5,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ SAC,"43.062206, -87.944754",2005-06,1.0
192.0,157.0,5.0,2.0,63.304,53.0,73.364,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 36,shot - 3,MANU @ MIL,"43.062206, -87.944754",2008-09,1.0
-89.0,148.0,3.0,2.0,0.0,53.0,37.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 44,shot - 3,MANU @ MIL,"43.062206, -87.944754",2008-09,1.0
0.0,0.0,1.0,50.18,0.0,49.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",2008-09,1.0
-95.0,145.0,9.0,3.0,0.0,57.0,31.2,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",2008-09,0.0
-86.0,14.0,7.0,3.0,0.0,6.5,28.0,Left Side(L),Mid Range,8-16 ft.,shot - 36,shot - 3,MANU @ MIL,"43.062206, -87.944754",2008-09,0.0
58.0,77.0,4.0,3.0,0.0,24.0,42.364000000000004,Right Side(R),Goal Line,8-16 ft.,shot - 18,shot - 3,MANU @ MIL,"43.062206, -87.944754",2008-09,0.0
0.0,0.0,15.32,4.0,0.0,57.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",2008-09,0.0
-101.0,12.0,3.5,4.0,0.0,28.0,30.0,Left Side(L),Mid Range,8-16 ft.,shot - 26,shot - 3,MANU @ MIL,"43.062206, -87.944754",2008-09,0.0
0.0,0.0,7.0,4.0,0.0,21.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ MIL,"43.062206, -87.944754",2008-09,1.0
0.0,0.0,3.0,4.0,0.0,47.0,43.7,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU @ MIL,"43.062206, -87.944754",2005-06,1.0
223.0,0.0,1.0,4.0,0.0,51.8928,42.0,Right Side(R),Right Corner,24+ ft.,shot - 53,shot - 3,MANU @ MIL,"43.062206, -87.944754",2008-09,0.0
-161.0,129.0,0.0,38.18,0.0,38.1,40.0,Left Side Center(LC),Mid Range,Less Than 8 ft.,shot - 6,shot - 3,MANU @ MIL,"43.062206, -87.944754",2008-09,0.0
0.0,0.0,4.5,1.0,0.0,14.0,20.0,Center(C),Mid Range,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. HOU,"42.982923, -71.446094",2008-09,0.0
0.0,0.0,7.0,2.0,0.0,19.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2008-09,0.0
106.0,238.0,2.0,2.7601617308413218,0.0,56.0,57.7,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2008-09,1.0
43.0,0.0,0.0,15.68,0.0,23.0,30.0,Center(C),Goal Line,8-16 ft.,shot - 43,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2008-09,1.0
0.0,0.0,3.0,3.0,0.0,48.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 3,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2005-06,1.0
-155.0,242.0,4.0,23.68,0.0,7.0,48.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2008-09,0.0
-180.0,1.0,6.0,38.18,0.0,24.0,38.0,Left Side(L),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2008-09,1.0
-163.0,201.0,4.0,51.18,0.0,23.0,45.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2008-09,1.0
-158.0,198.0,3.0,22.68,0.0,55.0,45.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 17,shot - 3,MANU vs. HOU,"42.982923, -71.446094",2008-09,1.0
-147.0,11.0,30.82,1.0,0.0,38.0,34.0,Left Side(L),Mid Range,8-16 ft.,shot - 56,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2008-09,0.0
0.0,0.0,9.0,1.0,57.4,28.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. LAC,"42.982923, -71.446094",2008-09,1.0
160.0,203.0,2.0,56.18,0.0,58.0,45.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2008-09,1.0
73.0,88.0,5.0,2.0,0.0,33.0,31.0,Right Side(R),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2008-09,0.0
155.0,0.0,18.32,25.18,0.0,50.0,46.2,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ SAC,"42.982923, -71.446094",2008-09,0.0
51.0,201.0,0.0,2.0,0.0,2.0,40.0,Center(C),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2008-09,0.0
70.0,134.0,7.0,3.0,0.0,32.0,33.364000000000004,Center(C),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2005-06,0.0
-105.0,225.0,21.82,3.0,46.4,11.0,44.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2005-06,0.0
6.0,48.0,1.0,3.0,0.0,33.0,27.364,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2008-09,1.0
-136.0,127.0,4.0,4.0,0.0,61.6,38.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 55,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2005-06,0.0
129.0,25.0,3.0,4.0,23.964,56.0,33.0,Right Side(R),Mid Range,8-16 ft.,shot - 15,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2008-09,0.0
51.0,239.0,1.0,4.0,48.4,8.5,44.0,Center(C),Mid Range,24+ ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2008-09,0.0
34.0,23.0,5.5,1.0,59.964,44.0,24.0,Center(C),Goal Line,Less Than 8 ft.,shot - 39,shot - 4,MANU @ SAC,"38.567296, -121.456638",2008-09,1.0
140.0,197.0,10.0,1.0,26.9,18.0,44.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 54,shot - 3,MANU @ SAC,"38.567296, -121.456638",2008-09,0.0
91.0,44.0,3.5,1.0,0.0,10.0,30.0,Right Side(R),Mid Range,8-16 ft.,shot - 38,shot - 3,MANU @ SAC,"38.567296, -121.456638",2008-09,0.0
-117.0,189.0,0.0,1.0,35.804,51.0,42.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 2,shot - 3,MANU @ SAC,"38.567296, -121.456638",2005-06,1.0
69.0,94.0,1.5,37.18,0.0,57.0,31.0,Right Side(R),Mid Range,Less Than 8 ft.,shot - 38,shot - 3,MANU @ SAC,"38.567296, -121.456638",2005-06,0.0
0.0,0.0,1.0,2.0,42.30399999999999,7.5,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 10,shot - 3,MANU @ SAC,"38.567296, -121.456638",2008-09,1.0
50.0,31.0,0.0,2.0,0.0,10.0,30.2,Center(C),Goal Line,Less Than 8 ft.,shot - 15,shot - 3,MANU @ SAC,"38.567296, -121.456638",2008-09,1.0
47.0,146.0,11.0,3.0,0.0,18.5,27.5,Center(C),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ SAC,"38.567296, -121.456638",2005-06,1.0
157.0,115.0,5.0,3.0,0.0,33.0,76.364,Right Side Center(RC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ SAC,"38.567296, -121.456638",2008-09,0.0
0.0,0.0,4.0,3.0,0.0,2.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ SAC,"38.567296, -121.456638",2008-09,1.0
-150.0,200.0,1.0,3.0,0.0,32.0,45.0,Left Side Center(LC),Mid Range,24+ ft.,shot - 36,shot - 3,MANU @ SAC,"38.567296, -121.456638",2005-06,0.0
-144.0,572.0,0.0,3.0,0.0,18.6,83.2,Mid Ground(MG),Mid Ground Line,Back Court Shot,shot - 0,shot - 3,MANU @ SAC,"38.567296, -121.456638",2008-09,0.0
86.0,233.0,6.0,1.0,0.0,54.0,44.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2005-06,1.0
-157.0,189.0,5.0,1.0,0.0,21.0,44.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,0.0
0.0,0.0,3.0,1.0,0.0,24.6,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. DEN,"42.982923, -71.446094",2008-09,1.0
-217.0,6.0,2.4320844979574283,1.0,0.0,0.0,41.0,Left Side(L),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,0.0
-133.0,149.0,5.0,2.0,0.0,44.1,38.2,Left Side Center(LC),Mid Range,16-24 ft.,shot - 38,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,1.0
127.0,25.0,4.0,2.0,0.0,44.0,32.0,Right Side(R),Mid Range,8-16 ft.,shot - 43,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2005-06,0.0
0.0,0.0,4.432084497957428,2.0,65.304,9.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 10,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,1.0
136.0,-2.0,2.0,2.0,0.0,32.0,33.0,Right Side(R),Mid Range,8-16 ft.,shot - 9,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,1.0
113.0,47.0,7.0,3.0,43.464,11.0,32.0,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,0.0
0.0,0.0,5.0,25.68,0.0,31.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,1.0
-17.0,38.0,5.0,3.0,0.0,34.0,24.0,Center(C),Goal Line,Less Than 8 ft.,shot - 44,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,0.0
0.0,0.0,4.0,3.0,0.0,10.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,0.0
81.0,206.0,1.0,3.0,0.0,32.1,42.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 38,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2005-06,1.0
-117.0,66.0,5.0,4.0,0.0,31.3928,26.5,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,1.0
0.0,0.0,4.0,3.2601617308413218,0.0,6.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 10,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,1.0
122.0,224.0,2.0,4.0,0.0,19.0,45.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. DEN,"42.982923, -71.446094",2008-09,0.0
0.0,0.0,8.0,39.68,0.0,3.5,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ POR,"45.539131, -122.651648",2008-09,0.0
-71.0,246.0,5.0,34.18,0.0,55.0,32.5,Center(C),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,1.0
83.0,135.0,5.0,1.0,34.804,31.0,35.0,Right Side(R),Mid Range,8-16 ft.,shot - 50,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,0.0
133.0,91.0,2.0,1.0,46.4,56.0,49.2,Right Side(R),Mid Range,16-24 ft.,shot - 38,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,0.0
6.0,121.0,24.82,2.0,0.0,17.0,32.0,Center(C),Goal Line,8-16 ft.,shot - 27,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,1.0
0.0,0.0,64.82,3.0,0.0,57.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ POR,"45.539131, -122.651648",2008-09,0.0
-37.0,26.0,36.82,3.0,0.0,42.0,24.0,Center(C),Mid Range,Less Than 8 ft.,shot - 51,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,0.0
12.0,258.0,13.6,3.0,32.804,47.1,45.0,Center(C),Penalty Spot,24+ ft.,shot - 54,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,1.0
47.0,9.0,5.0,3.0,60.804,2.0,24.0,Center(C),Mid Range,Less Than 8 ft.,shot - 39,shot - 2,MANU @ POR,"45.539131, -122.651648",2008-09,1.0
114.0,6.0,4.0,3.0,32.964,7.0,25.5,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,1.0
24.0,244.0,3.0,3.0,68.804,25.0,44.0,Center(C),Penalty Spot,24+ ft.,shot - 23,shot - 3,MANU @ POR,"45.539131, -122.651648",2005-06,0.0
-142.0,0.0,5.0,4.0,0.0,49.0,55.86400000000001,Left Side(L),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,1.0
-108.0,0.0,4.0,4.0,0.0,62.1,39.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ POR,"42.982923, -71.446094",2008-09,0.0
0.0,0.0,3.0,4.0,0.0,78.8928,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 4,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,1.0
-112.0,121.0,2.0,25.18,0.0,20.0,36.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,0.0
-5.0,227.0,1.0,4.0,0.0,40.3928,42.0,Center(C),Mid Range,16-24 ft.,shot - 17,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,0.0
-212.0,138.0,0.0,4.0,66.964,48.0,45.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 43,shot - 3,MANU @ POR,"45.539131, -122.651648",2005-06,0.0
119.0,213.0,0.0,4.0,45.9,11.0,66.2,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU @ POR,"45.539131, -122.651648",2008-09,0.0
45.0,148.0,19.32,1.0,0.0,16.0,35.0,Center(C),Mid Range,8-16 ft.,shot - 55,shot - 3,MANU vs. MEM,"42.982923, -71.446094",2008-09,1.0
24.0,145.0,4.0,1.0,38.4,18.0,34.0,Center(C),Mid Range,8-16 ft.,shot - 48,shot - 3,MANU vs. MEM,"42.982923, -71.446094",2008-09,1.0
-131.0,30.0,2.0,1.0,0.0,34.0,33.0,Left Side(L),Mid Range,8-16 ft.,shot - 43,shot - 3,MANU vs. MEM,"42.982923, -71.446094",2005-06,1.0
174.0,-16.0,3.0,2.0,0.0,28.0,63.7,Right Side(R),Mid Range,16-24 ft.,shot - 15,shot - 3,MANU vs. MEM,"42.982923, -71.446094",2005-06,1.0
129.0,220.0,1.0,2.0,0.0,7.0,45.0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. MEM,"42.982923, -71.446094",2005-06,0.0
65.0,80.0,8.0,41.68,0.0,52.0,30.0,Right Side(R),Goal Line,8-16 ft.,shot - 8,shot - 3,MANU vs. MEM,"42.982923, -71.446094",2008-09,1.0
51.0,263.0,30.32,11.18,58.304,8.0,46.0,Center(C),Penalty Spot,24+ ft.,shot - 26,shot - 3,MANU vs. MEM,"42.982923, -71.446094",2008-09,0.0
21.0,135.0,9.0,2.0,0.0,40.1,33.0,Center(C),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2008-09,1.0
0.0,0.0,5.0,1.0,0.0,9.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. UTA,"42.982923, -71.446094",2008-09,1.0
-57.0,181.0,11.0,3.0,0.0,10.0,38.0,Center(C),Mid Range,16-24 ft.,shot - 25,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2005-06,0.0
6.0,86.0,9.0,50.68,0.0,52.0,28.0,Center(C),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2008-09,0.0
53.0,249.0,7.0,3.0,0.0,0.0,45.0,Center(C),Penalty Spot,24+ ft.,shot - 51,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2008-09,0.0
124.0,167.0,2.0,20.68,43.80399999999999,90.3928,30.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 56,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2008-09,0.0
166.0,-16.0,17.82,3.0,0.0,2.0,43.2,Right Side(R),Mid Range,16-24 ft.,shot - 45,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2008-09,1.0
-67.0,86.0,2.0,3.0,0.0,20.0,30.0,Left Side(L),Goal Line,8-16 ft.,shot - 20,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2008-09,1.0
-153.0,206.0,10.0,4.0,0.0,46.3928,45.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 39,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2008-09,1.0
193.0,0.0,8.0,4.0,0.0,33.0,39.0,Right Side(R),Mid Range,16-24 ft.,shot - 49,shot - 3,MANU vs. UTA,"42.982923, -71.446094",2008-09,0.0
0.0,0.0,11.0,1.0,0.0,0.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2009-10,0.0
0.0,0.0,10.0,49.68,0.0,59.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ SAC,"42.982923, -71.446094",2009-10,1.0
-180.0,-6.0,24.82,1.0,0.0,11.0,38.0,Left Side(L),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2009-10,1.0
0.0,0.0,6.0,1.0,0.0,47.3608,63.2,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 1,MANU vs. LAC,"42.982923, -71.446094",2009-10,1.0
138.0,74.0,5.0,38.68,0.0,41.0,35.0,Right Side(R),Mid Range,8-16 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2009-10,1.0
-111.0,156.0,3.0,1.0,0.0,10.0,39.0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 17,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2005-06,1.0
0.0,0.0,1.0,1.0,0.0,13.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. LAC,"42.982923, -71.446094",2009-10,0.0
0.0,0.0,1.0,1.0,0.0,24.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 49,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2009-10,0.0
28.0,4.0,0.0,2.0,0.0,27.0,22.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. LAC,"42.982923, -71.446094",2009-10,1.0
0.0,0.0,11.0,3.0,0.0,27.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 10,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2009-10,1.0
0.0,0.0,7.0,3.0,0.0,9.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. LAC,"42.982923, -71.446094",2009-10,0.0
0.0,0.0,7.0,3.0,0.0,8.0,61.7,Center(C),Goal Area,Less Than 8 ft.,shot - 49,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2005-06,0.0
89.0,160.0,6.0,3.0,0.0,51.0,29.864,Right Side Center(RC),Mid Range,16-24 ft.,shot - 5,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2009-10,0.0
0.0,0.0,1.5,3.0,19.4,69.8608,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. LAC,"42.982923, -71.446094",2005-06,0.0
144.0,41.0,2.0,3.0,0.0,39.0,34.0,Right Side(R),Mid Range,8-16 ft.,shot - 43,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2009-10,1.0
-161.0,132.0,43.82,23.18,0.0,49.0,40.0,Left Side Center(LC),Mid Range,Less Than 8 ft.,shot - 26,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2009-10,0.0
34.0,82.0,38.32,4.0,0.0,56.0,24.0,Center(C),Goal Line,8-16 ft.,shot - 39,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2009-10,0.0
-56.0,279.0,5.0,4.0,23.9,39.0,48.0,Center(C),Penalty Spot,24+ ft.,shot - 11,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2009-10,0.0
143.0,28.0,22.82,41.68,0.0,60.3928,34.0,Right Side(R),Mid Range,8-16 ft.,shot - 26,shot - 3,MANU vs. LAC,"42.982923, -71.446094",2009-10,0.0
0.0,0.0,15.32,4.0,0.0,53.0,20.0,Center(C),Mid Range,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. LAC,"42.982923, -71.446094",2009-10,1.0
155.0,71.0,11.0,1.0,0.0,32.0,37.0,Right Side(R),Mid Range,16-24 ft.,shot - 36,shot - 3,MANU vs. DAL,"42.982923, -71.446094",2009-10,0.0
0.0,11.0,10.0,1.0,0.0,43.0,30.0,Left Side(L),Mid Range,8-16 ft.,shot - 14,shot - 3,MANU vs. DAL,"42.982923, -71.446094",2009-10,0.0
0.0,0.0,9.0,1.0,0.0,38.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 46,shot - 3,MANU vs. DAL,"42.982923, -71.446094",2005-06,1.0
0.0,0.0,6.0,1.0,0.0,0.0,38.2,Center(C),Mid Range,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. DAL,"42.982923, -71.446094",2009-10,1.0
163.0,143.0,4.0,2.2601617308413218,0.0,3.0,41.0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 56,shot - 3,MANU vs. DAL,"42.982923, -71.446094",2009-10,0.0
0.0,20.0,3.0,2.0,0.0,23.1,23.5,Center(C),Goal Line,Less Than 8 ft.,shot - 14,shot - 3,MANU vs. DAL,"42.982923, -71.446094",2009-10,0.0
-168.0,-2.0,3.0,14.440161730841321,0.0,1.0,60.2,Left Side(L),Mid Range,16-24 ft.,shot - 39,shot - 3,MANU vs. DAL,"42.982923, -71.446094",2009-10,0.0
0.0,41.0,0.0,25.68,0.0,22.0,24.0,Center(C),Goal Line,Less Than 8 ft.,shot - 15,shot - 3,MANU vs. DAL,"42.982923, -71.446094",2009-10,1.0
-142.0,211.0,10.0,3.0,0.0,51.0,45.0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 55,shot - 3,MANU vs. DAL,"42.982923, -71.446094",2005-06,0.0
0.0,0.0,10.0,3.0,0.0,4.0,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU @ SAC,"42.982923, -71.446094",2009-10,0.0
0.0,0.0,2.5,3.0,0.0,35.0,59.2,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 3,MANU vs. DAL,"42.982923, -71.446094",2009-10,0.0
0.0,0.0,0.0,44.18,0.0,29.5,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. DAL,"42.982923, -71.446094",2005-06,0.0
0.0,0.0,2.4320844979574283,3.0,41.80399999999999,47.6,20.0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,shot - 4,MANU vs. DAL,"42.982923, -71.446094",2005-06,1.0
111.0,242.0,2.4320844979574283,4.0,19.304,41.0,70.7,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 15,shot - 3,MANU vs. DAL,"42.982923, -71.446094",2009-10,0.0
